id,title,recipient,amount_usd,date,grantmaker,category,focus_area,fund,is_residual,country,topics,funders,url,description
sff-00027,Cornell University [Angelina Wang’s Responsible AI Lab] — General support of Angelina Wang’s Responsible AI Lab,Cornell University [Angelina Wang’s Responsible AI Lab],170000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,General support of Angelina Wang’s Responsible AI Lab. Receiving charity: Cornell University. Round: SFF-2025. Source: Jaan Tallinn
sff-00028,David Lorell — General support of research led by David Lorrell,David Lorell,230000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,"General support of research led by David Lorrell. Receiving charity: Lightcone Infrastructure, Inc.. Round: SFF-2025. Source: Jaan Tallinn"
sff-00029,Effective Institutions Project (EIP) — General support,Effective Institutions Project (EIP),20000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,"General support. Receiving charity: Effective Institutions Project, Inc.. Round: SFF-2025. Source: Jaan Tallinn"
sff-00030,Eisenstat Research Program — General support of Eisenstat Research Program,Eisenstat Research Program,593000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,"General support of Eisenstat Research Program. Receiving charity: Machine Intelligence Research Institute (1/2) & Ashgro, Inc. (1/2) §. Round: SFF-2025. Source: Jaan Tallinn"
sff-00031,Encode AI Corporation — General support,Encode AI Corporation,516000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,General support. Round: SFF-2025. Source: Jaan Tallinn
sff-00032,Epistemic Garden — General support of Epistemic Garden,Epistemic Garden,100000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,General support of Epistemic Garden. Receiving charity: Sentinel Research. Round: SFF-2025. Source: Jaan Tallinn
sff-00033,EthicsNet Creed.Space — General support of EthicsNet Creed.Space,EthicsNet Creed.Space,80000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,"General support of EthicsNet Creed.Space. Receiving charity: Players Philanthropy Fund, Inc.. Round: SFF-2025. Source: Jaan Tallinn"
sff-00036,Flourishing Future Foundation (FFF) — General support,Flourishing Future Foundation (FFF),30000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,General support. Receiving charity: Flourishing Future Foundation. Round: SFF-2025. Source: Jaan Tallinn
sff-00037,Foresight Institute — General support,Foresight Institute,175000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,General support. Receiving charity: The Foresight Institute. Round: SFF-2025. Source: Jaan Tallinn
sff-00038,Forethought Research — General support,Forethought Research,103000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,General support. Round: SFF-2025. Source: Jaan Tallinn
sff-00039,Foundation for American Innovation (FAI) — General support,Foundation for American Innovation (FAI),777000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,General support. Receiving charity: Foundation for American Innovation. Round: SFF-2025. Source: Jaan Tallinn
sff-00040,ILINA Program — General support of ILINA Program,ILINA Program,369000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,General support of ILINA Program. Receiving charity: Berkeley Existential Risk Initiative. Round: SFF-2025. Source: Jaan Tallinn
sff-00041,James Payor — General support of research led by James Payor,James Payor,202000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,General support of research led by James Payor. Receiving charity: Good Forever Foundation. Round: SFF-2025. Source: Jaan Tallinn
sff-00043,Legal Advocates for Safe Science and Technology (LASST) — General support,Legal Advocates for Safe Science and Technology (LASST),100000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,"General support. Receiving charity: Legal Advocates for Safe Science and Technology, Inc.. Round: SFF-2025. Source: Jaan Tallinn"
sff-00045,Live Theory — General support of Live Theory,Live Theory,58000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,"General support of Live Theory. Receiving charity: Epistea, z.s.. Round: SFF-2025. Source: Jaan Tallinn"
sff-00046,Machine Intelligence Research Institute (MIRI) — General support,Machine Intelligence Research Institute (MIRI),1607000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,General support. Receiving charity: Machine Intelligence Research Institute. Round: SFF-2025. Source: Jaan Tallinn
sff-00047,Macrostrategy Research Initiative (MRI) — General support,Macrostrategy Research Initiative (MRI),60000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,General support. Receiving charity: Macrostrategy Research Initiative Limited. Round: SFF-2025. Source: Jaan Tallinn
sff-00048,Mathematical Metaphysics Institute — General support,Mathematical Metaphysics Institute,85000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,General support. Round: SFF-2025. Source: Jaan Tallinn
sff-00049,Meaning Alignment Institute — General support of Meaning Alignment Institute,Meaning Alignment Institute,149000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,General support of Meaning Alignment Institute. Receiving charity: The Hack Foundation. Round: SFF-2025. Source: Jaan Tallinn
sff-00050,Medronho — General support of Medronho,Medronho,564000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,"General support of Medronho. Receiving charity: Ashgro, Inc.. Round: SFF-2025. Source: Jaan Tallinn"
sff-00052,Mindstream Project — General support,Mindstream Project,100000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,"General support. Receiving charity: Mindstream Project, Ltd.. Round: SFF-2025. Source: Jaan Tallinn"
sff-00053,Missing Measures — General support of Missing Measures,Missing Measures,338000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,"General support of Missing Measures. Receiving charity: Lightcone Infrastructure, Inc.. Round: SFF-2025. Source: Jaan Tallinn"
sff-00054,ML Alignment & Theory Scholars Research (MATS Research) — General support,ML Alignment & Theory Scholars Research (MATS Research),289000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,"General support. Receiving charity: MATS Research, Inc.. Round: SFF-2025. Source: Jaan Tallinn"
sff-00055,Model Evaluation & Threat Research (METR) — General support,Model Evaluation & Threat Research (METR),120000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,"General support. Receiving charity: Model Evaluation and Threat Research, Inc.. Round: SFF-2025. Source: Jaan Tallinn"
sff-00056,Modeling Cooperation — General support of Modeling Cooperation,Modeling Cooperation,40000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,General support of Modeling Cooperation. Receiving charity: Convergence Analysis. Round: SFF-2025. Source: Jaan Tallinn
sff-00057,OAISIS — General support of OAISIS,OAISIS,251000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,"General support of OAISIS. Receiving charity: Whistleblower Netzwerk, e.V.. Round: SFF-2025. Source: Jaan Tallinn"
sff-00058,Odyssean Institute — General support,Odyssean Institute,79000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,General support. Round: SFF-2025. Source: Jaan Tallinn
sff-00059,Ovelle Bio — General support,Ovelle Bio,667000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,General support. Receiving charity: Ovelle Bio Corp.. Round: SFF-2025. Source: Jaan Tallinn
sff-00060,Oxford China Policy Lab — General support of Oxford China Policy Lab,Oxford China Policy Lab,480000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,General support of Oxford China Policy Lab. Receiving charity: Berkeley Existential Risk Initiative. Round: SFF-2025. Source: Jaan Tallinn
sff-00061,Oxford Martin AI Governance Initiative — General support of Oxford Martin AI Governance Initiative,Oxford Martin AI Governance Initiative,311000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,General support of Oxford Martin AI Governance Initiative. Receiving charity: University of Oxford Development Trust Fund. Round: SFF-2025. Source: Jaan Tallinn
sff-00063,Panoplia Laboratories — General support,Panoplia Laboratories,60000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,"General support. Receiving charity: Panoplia Laboratories, Inc.. Round: SFF-2025. Source: Jaan Tallinn"
sff-00064,Plurality Institute — General support,Plurality Institute,100000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,General support. Round: SFF-2025. Source: Jaan Tallinn
sff-00065,Principles of Intelligent Behavior in Biological and Social Systems (PIBBSS) — General support,Principles of Intelligent Behavior in Biological and Social Systems (PIBBSS),20000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,General support. Receiving charity: Principles of Intelligence. Round: SFF-2025. Source: Jaan Tallinn
sff-00066,RAND Corporation [Technology and Security Policy Center] — General support of Technology and Security Policy Center,RAND Corporation [Technology and Security Policy Center],1000000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,General support of Technology and Security Policy Center. Receiving charity: RAND Corporation. Round: SFF-2025. Source: Jaan Tallinn
sff-00067,Rethink Priorities (RP) [AI Strategy Team] — General support of AI Strategy Team,Rethink Priorities (RP) [AI Strategy Team],28000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,General support of AI Strategy Team. Receiving charity: Rethink Priorities. Round: SFF-2025. Source: Jaan Tallinn
sff-00068,Rethink Priorities (RP) [Worldview Investigation Team] — General support of Worldview Investigation Team,Rethink Priorities (RP) [Worldview Investigation Team],166000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,General support of Worldview Investigation Team. Receiving charity: Rethink Priorities. Round: SFF-2025. Source: Jaan Tallinn
sff-00069,SaferAI — General support,SaferAI,200000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,General support. Round: SFF-2025. Source: Jaan Tallinn
sff-00070,Sage Future — General support,Sage Future,170000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,"General support. Receiving charity: Sage Future, Inc.. Round: SFF-2025. Source: Jaan Tallinn"
sff-00071,Secure AI Project — General support,Secure AI Project,383000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,"General support. Receiving charity: Secure AI Project, Inc.. Round: SFF-2025. Source: Jaan Tallinn"
sff-00073,SecureDNA — General support of SecureDNA,SecureDNA,1500000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,General support of SecureDNA. Receiving charity: SecureBio. Round: SFF-2025. Source: Jaan Tallinn
sff-00074,Seldon Labs — General support,Seldon Labs,53000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,"General support. Receiving charity: Seldon Labs, PBC. Round: SFF-2025. Source: Jaan Tallinn"
sff-00076,Singapore AI Safety Hub — General support of Singapore AI Safety Hub,Singapore AI Safety Hub,300000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,General support of Singapore AI Safety Hub. Receiving charity: Impact Academy Limited. Round: SFF-2025. Source: Jaan Tallinn
sff-00077,Stichting Legal Safety Lab — General support,Stichting Legal Safety Lab,101000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,General support. Round: SFF-2025. Source: Jaan Tallinn
sff-00078,Tarbell Center for AI Journalism — General support,Tarbell Center for AI Journalism,583000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,"General support. Receiving charity: Tarbell Center for AI Journalism, Inc.. Round: SFF-2025. Source: Jaan Tallinn"
sff-00079,The Future Society (TFS) — General support,The Future Society (TFS),336000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,"General support. Receiving charity: The Future Society, Inc.. Round: SFF-2025. Source: Jaan Tallinn"
sff-00080,The Institute for AI Policy and Strategy (IAPS) — General support of The Institute for AI Policy and Strategy,The Institute for AI Policy and Strategy (IAPS),272000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,General support of The Institute for AI Policy and Strategy. Receiving charity: Rethink Priorities. Round: SFF-2025. Source: Jaan Tallinn
sff-00081,The Millennium Project — General support,The Millennium Project,15950,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,General support. Round: SFF-2025. Source: Jaan Tallinn
sff-00082,The Vitalism Charity Project — General support of The Vitalism Charity Project,The Vitalism Charity Project,220000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,"General support of The Vitalism Charity Project. Receiving charity: Less Death, Inc.. Round: SFF-2025. Source: Jaan Tallinn"
sff-00083,Timaeus Research — General support,Timaeus Research,70000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,General support. Receiving charity: Timaeus Research Inc.. Round: SFF-2025. Source: Jaan Tallinn
sff-00084,Topos Institute — General support,Topos Institute,200000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,General support. Round: SFF-2025. Source: Jaan Tallinn
sff-00085,Ulyssean PBC — General support,Ulyssean PBC,186000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,General support. Round: SFF-2025. Source: Jaan Tallinn
sff-00086,University of Toronto & University of Michigan [Toronto and Michigan NLP Group for AI Safety] — General support of Toronto and Michigan NLP Group for AI Safety,University of Toronto & University of Michigan [Toronto and Michigan NLP Group for AI Safety],50000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,General support of Toronto and Michigan NLP Group for AI Safety. Receiving charity: The Governing Council of the University of Toronto (1/2) & University of Michigan (1/2) §. Round: SFF-2025. Source: Jaan Tallinn
sff-00087,Zig Zag Technology — General support,Zig Zag Technology,30000,2025-07-01,SFF,LTXR,Long-Term & X-Risk,Jaan Tallinn,,,,,,General support. Round: SFF-2025. Source: Jaan Tallinn
gw-00047,Iron and Folic Acid (IFA) Supplementation in India Renewal,Evidence Action,4895677,2025-06-27,GiveWell,GH,Global Health & Development,Board Designated,,India,Nutrition; Iron; Supplementation,Board Designated; Doneer Effectief,,"Iron and Folic Acid (IFA) Supplementation in India Renewal. Country: India. Topics: Nutrition,Iron,Supplementation. Funded by: Board Designated,Doneer Effectief"
gw-00048,Contraceptive Supply in Nigeria,Access to Medicines Initiative Inc,159655,2025-06-27,GiveWell,GH,Global Health & Development,Individual donor,,Nigeria,Family planning,Individual donor,https://www.givewell.org/research/grants/Access-to-Medicines-Initiative-Contraceptive-Supply-in-Nigeria-June-2025,Contraceptive Supply in Nigeria. Country: Nigeria. Topics: Family planning. Funded by: Individual donor
gw-00050,In-line Chlorination Pilot,"Clinton Health Access Initiative, Inc.",625830,2025-06-26,GiveWell,GH,Global Health & Development,Board Designated,,Burkina Faso,Chlorination; Water,Board Designated,,"In-line Chlorination Pilot. Country: Burkina Faso. Topics: Chlorination,Water. Funded by: Board Designated"
gw-00049,In-line Chlorination Pilots,Population Services International,1185592,2025-06-26,GiveWell,GH,Global Health & Development,Board Designated,,"Ethiopia,Somalia",Chlorination; Water,Board Designated,,"In-line Chlorination Pilots. Country: Ethiopia,Somalia. Topics: Chlorination,Water. Funded by: Board Designated"
gw-00051,Technical Assistance for In-Line Chlorination Pilots,Mangrove Water,1771190,2025-06-25,GiveWell,GH,Global Health & Development,Board Designated,,"Burkina Faso,Chad,Ethiopia,Madagascar,Nigeria,Somalia",Chlorination; Technical assistance; Water,Board Designated,,"Technical Assistance for In-Line Chlorination Pilots. Country: Burkina Faso,Chad,Ethiopia,Madagascar,Nigeria,Somalia. Topics: Chlorination,Technical assistance,Water. Funded by: Board Designated"
